date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-02-12 4:30,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,1 ,91 ,20 ,40 ,22 ,50 ,19 ,45 ,2 ,747 ,95 ,3 ,63 ,1 
2016-02-12 4:40,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,2 ,91 ,20 ,40 ,22 ,49 ,19 ,45 ,2 ,747 ,95 ,3 ,63 ,1 
2016-02-12 4:50,50 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,2 ,91 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,746 ,95 ,3 ,64 ,1 
2016-02-12 5:00,30 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,2 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,746 ,95 ,3 ,64 ,2 
2016-02-12 5:10,30 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,2 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,746 ,95 ,3 ,64 ,2 
2016-02-12 5:20,20 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,2 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,746 ,95 ,3 ,63 ,2 
2016-02-12 5:30,40 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,2 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,746 ,95 ,3 ,63 ,2 
2016-02-12 5:40,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,746 ,95 ,3 ,63 ,2 
2016-02-12 5:50,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,746 ,95 ,3 ,62 ,2 
2016-02-12 6:00,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,746 ,95 ,3 ,62 ,2 
2016-02-12 6:10,50 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,746 ,95 ,3 ,62 ,2 
2016-02-12 6:20,50 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,746 ,95 ,3 ,62 ,2 
2016-02-12 6:30,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,20 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,746 ,95 ,4 ,63 ,2 
2016-02-12 6:40,50 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,745 ,95 ,4 ,63 ,2 
2016-02-12 6:50,50 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,745 ,95 ,4 ,63 ,2 
2016-02-12 7:00,50 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,3 ,745 ,95 ,4 ,63 ,2 
2016-02-12 7:10,70 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,745 ,95 ,4 ,56 ,2 
2016-02-12 7:20,90 ,10 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,42 ,22 ,49 ,19 ,45 ,2 ,745 ,94 ,4 ,49 ,2 
2016-02-12 7:30,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,42 ,22 ,49 ,19 ,45 ,2 ,745 ,94 ,5 ,42 ,2 
2016-02-12 7:40,60 ,0 ,21 ,41 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,55 ,3 ,92 ,20 ,42 ,22 ,49 ,19 ,45 ,2 ,745 ,94 ,5 ,35 ,2 
2016-02-12 7:50,70 ,10 ,21 ,42 ,20 ,40 ,21 ,42 ,19 ,42 ,19 ,54 ,3 ,92 ,20 ,41 ,22 ,49 ,19 ,45 ,2 ,745 ,93 ,5 ,28 ,1 
2016-02-12 8:00,50 ,0 ,21 ,42 ,20 ,40 ,21 ,42 ,19 ,41 ,19 ,54 ,3 ,92 ,20 ,40 ,22 ,48 ,19 ,45 ,2 ,745 ,93 ,5 ,21 ,1 
2016-02-12 8:10,50 ,0 ,21 ,42 ,20 ,40 ,21 ,42 ,19 ,41 ,19 ,54 ,3 ,92 ,20 ,39 ,22 ,48 ,19 ,45 ,2 ,745 ,93 ,5 ,22 ,1 
2016-02-12 8:20,50 ,0 ,21 ,42 ,20 ,40 ,21 ,41 ,19 ,41 ,19 ,54 ,3 ,92 ,20 ,39 ,22 ,47 ,19 ,44 ,3 ,745 ,92 ,5 ,23 ,1 
2016-02-12 8:30,40 ,0 ,21 ,42 ,20 ,40 ,21 ,41 ,19 ,40 ,19 ,54 ,3 ,92 ,20 ,38 ,22 ,47 ,19 ,44 ,3 ,745 ,92 ,5 ,24 ,1 
2016-02-12 8:40,60 ,0 ,21 ,42 ,20 ,40 ,21 ,41 ,19 ,40 ,19 ,54 ,3 ,92 ,20 ,38 ,22 ,47 ,19 ,44 ,3 ,745 ,92 ,4 ,25 ,1 
2016-02-12 8:50,40 ,10 ,21 ,42 ,20 ,40 ,21 ,41 ,19 ,40 ,19 ,53 ,3 ,92 ,20 ,38 ,22 ,46 ,19 ,44 ,3 ,745 ,91 ,4 ,26 ,1 
2016-02-12 9:00,40 ,0 ,21 ,41 ,20 ,40 ,21 ,41 ,19 ,40 ,19 ,53 ,3 ,92 ,20 ,38 ,22 ,46 ,19 ,44 ,3 ,745 ,91 ,4 ,27 ,1 
2016-02-12 9:10,80 ,0 ,21 ,41 ,20 ,40 ,21 ,41 ,19 ,40 ,19 ,53 ,3 ,92 ,20 ,37 ,22 ,46 ,19 ,44 ,3 ,744 ,90 ,4 ,29 ,1 
2016-02-12 9:20,330 ,0 ,21 ,41 ,20 ,40 ,21 ,41 ,19 ,39 ,19 ,53 ,3 ,92 ,19 ,37 ,22 ,46 ,19 ,44 ,3 ,744 ,89 ,4 ,31 ,1 
2016-02-12 9:30,260 ,0 ,21 ,41 ,20 ,40 ,21 ,41 ,19 ,39 ,19 ,53 ,3 ,92 ,19 ,37 ,22 ,46 ,19 ,43 ,3 ,744 ,89 ,4 ,34 ,1 
2016-02-12 9:40,100 ,0 ,20 ,41 ,20 ,40 ,21 ,41 ,19 ,39 ,19 ,52 ,3 ,92 ,19 ,37 ,22 ,45 ,19 ,43 ,3 ,744 ,88 ,4 ,36 ,1 
2016-02-12 9:50,70 ,0 ,20 ,41 ,20 ,40 ,21 ,41 ,19 ,39 ,19 ,52 ,3 ,92 ,19 ,36 ,22 ,45 ,19 ,42 ,3 ,744 ,87 ,4 ,38 ,1 
2016-02-12 10:00,70 ,0 ,20 ,41 ,20 ,40 ,21 ,41 ,19 ,39 ,19 ,52 ,3 ,92 ,19 ,36 ,22 ,44 ,19 ,42 ,3 ,744 ,86 ,4 ,40 ,1 
2016-02-12 10:10,70 ,0 ,20 ,40 ,20 ,40 ,21 ,41 ,19 ,39 ,19 ,52 ,4 ,93 ,19 ,36 ,22 ,44 ,19 ,42 ,3 ,744 ,85 ,4 ,40 ,1 
2016-02-12 10:20,80 ,0 ,20 ,40 ,20 ,39 ,21 ,41 ,19 ,39 ,19 ,52 ,4 ,92 ,19 ,36 ,22 ,44 ,19 ,42 ,3 ,744 ,84 ,5 ,40 ,1 
2016-02-12 10:30,80 ,0 ,20 ,40 ,20 ,39 ,21 ,41 ,19 ,39 ,19 ,52 ,4 ,92 ,19 ,36 ,22 ,43 ,19 ,41 ,3 ,744 ,83 ,5 ,40 ,1 
2016-02-12 10:40,50 ,0 ,20 ,40 ,20 ,39 ,21 ,41 ,19 ,39 ,19 ,52 ,4 ,93 ,19 ,36 ,22 ,43 ,19 ,41 ,4 ,744 ,81 ,5 ,40 ,1 
2016-02-12 10:50,60 ,0 ,20 ,40 ,20 ,39 ,21 ,40 ,19 ,39 ,19 ,52 ,4 ,93 ,19 ,36 ,21 ,43 ,19 ,41 ,4 ,744 ,80 ,6 ,40 ,1 
2016-02-12 11:00,50 ,0 ,20 ,40 ,20 ,39 ,21 ,40 ,19 ,39 ,19 ,52 ,4 ,93 ,19 ,35 ,21 ,42 ,19 ,41 ,4 ,744 ,79 ,6 ,40 ,1 
2016-02-12 11:10,50 ,0 ,20 ,40 ,20 ,39 ,21 ,40 ,19 ,39 ,18 ,51 ,4 ,93 ,19 ,35 ,21 ,42 ,19 ,41 ,4 ,744 ,78 ,6 ,40 ,1 
2016-02-12 11:20,60 ,0 ,20 ,40 ,20 ,39 ,21 ,40 ,19 ,39 ,18 ,51 ,5 ,93 ,19 ,35 ,21 ,42 ,19 ,40 ,4 ,743 ,78 ,6 ,40 ,1 
2016-02-12 11:30,70 ,0 ,20 ,40 ,20 ,39 ,21 ,40 ,19 ,39 ,19 ,51 ,5 ,93 ,19 ,35 ,21 ,42 ,19 ,40 ,4 ,743 ,77 ,6 ,40 ,1 
2016-02-12 11:40,650 ,10 ,20 ,40 ,20 ,39 ,21 ,40 ,19 ,39 ,18 ,51 ,5 ,93 ,19 ,35 ,21 ,41 ,19 ,40 ,5 ,743 ,76 ,5 ,40 ,1 
2016-02-12 11:50,680 ,0 ,20 ,39 ,20 ,38 ,21 ,40 ,19 ,39 ,18 ,51 ,5 ,93 ,19 ,35 ,21 ,42 ,19 ,40 ,5 ,743 ,76 ,5 ,40 ,1 
2016-02-12 12:00,390 ,0 ,20 ,39 ,20 ,38 ,21 ,41 ,19 ,39 ,18 ,51 ,5 ,92 ,19 ,35 ,22 ,41 ,19 ,40 ,5 ,743 ,75 ,5 ,40 ,1 
2016-02-12 12:10,310 ,0 ,20 ,40 ,20 ,38 ,21 ,41 ,19 ,39 ,18 ,51 ,4 ,90 ,19 ,35 ,22 ,41 ,19 ,40 ,5 ,743 ,75 ,5 ,40 ,1 
2016-02-12 12:20,300 ,0 ,20 ,40 ,20 ,38 ,21 ,41 ,19 ,39 ,18 ,51 ,4 ,90 ,19 ,34 ,22 ,42 ,19 ,40 ,5 ,743 ,74 ,5 ,40 ,0 
2016-02-12 12:30,140 ,0 ,20 ,41 ,20 ,38 ,21 ,41 ,19 ,39 ,18 ,51 ,4 ,91 ,19 ,34 ,22 ,42 ,19 ,40 ,5 ,743 ,74 ,6 ,40 ,0 
2016-02-12 12:40,280 ,0 ,20 ,41 ,20 ,39 ,22 ,41 ,19 ,39 ,18 ,51 ,4 ,91 ,19 ,34 ,22 ,42 ,19 ,40 ,4 ,742 ,74 ,6 ,40 ,0 
2016-02-12 12:50,140 ,0 ,21 ,41 ,20 ,39 ,22 ,41 ,19 ,39 ,18 ,50 ,5 ,91 ,20 ,34 ,22 ,42 ,19 ,40 ,4 ,742 ,73 ,6 ,40 ,0 
2016-02-12 13:00,400 ,0 ,21 ,41 ,20 ,39 ,22 ,41 ,19 ,39 ,18 ,50 ,5 ,90 ,20 ,34 ,22 ,42 ,19 ,40 ,4 ,742 ,73 ,6 ,40 ,0 
2016-02-12 13:10,190 ,0 ,21 ,42 ,20 ,39 ,22 ,40 ,19 ,39 ,18 ,50 ,5 ,89 ,20 ,34 ,22 ,42 ,19 ,40 ,5 ,742 ,72 ,6 ,40 ,0 
2016-02-12 13:20,220 ,0 ,21 ,42 ,19 ,40 ,21 ,40 ,19 ,39 ,18 ,50 ,5 ,89 ,20 ,34 ,22 ,41 ,19 ,40 ,5 ,742 ,71 ,6 ,40 ,0 
2016-02-12 13:30,390 ,0 ,21 ,42 ,19 ,39 ,21 ,40 ,19 ,39 ,18 ,50 ,5 ,90 ,20 ,33 ,23 ,41 ,19 ,40 ,5 ,742 ,70 ,6 ,40 ,0 
2016-02-12 13:40,190 ,0 ,21 ,41 ,19 ,39 ,21 ,40 ,19 ,39 ,18 ,50 ,5 ,90 ,20 ,33 ,23 ,41 ,19 ,40 ,5 ,742 ,68 ,5 ,40 ,0 
2016-02-12 13:50,480 ,0 ,21 ,41 ,19 ,39 ,21 ,40 ,19 ,39 ,18 ,50 ,6 ,88 ,20 ,33 ,23 ,41 ,19 ,40 ,6 ,741 ,67 ,5 ,40 ,0 
2016-02-12 14:00,350 ,0 ,21 ,40 ,19 ,39 ,21 ,40 ,19 ,39 ,18 ,50 ,6 ,87 ,20 ,33 ,23 ,41 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 14:10,340 ,0 ,21 ,40 ,20 ,40 ,22 ,42 ,19 ,39 ,18 ,50 ,6 ,86 ,20 ,33 ,23 ,40 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 14:20,530 ,0 ,21 ,40 ,20 ,40 ,22 ,43 ,19 ,39 ,18 ,50 ,6 ,83 ,20 ,33 ,23 ,40 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 14:30,510 ,0 ,21 ,41 ,20 ,40 ,22 ,43 ,19 ,39 ,18 ,50 ,6 ,84 ,20 ,33 ,23 ,40 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 14:40,230 ,0 ,21 ,41 ,20 ,40 ,23 ,43 ,19 ,39 ,18 ,50 ,6 ,83 ,20 ,33 ,23 ,40 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 14:50,110 ,0 ,21 ,41 ,20 ,40 ,23 ,42 ,19 ,39 ,18 ,50 ,6 ,82 ,20 ,33 ,23 ,40 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 15:00,80 ,0 ,21 ,40 ,20 ,40 ,23 ,41 ,19 ,39 ,18 ,50 ,6 ,82 ,20 ,33 ,23 ,40 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 15:10,80 ,0 ,21 ,40 ,20 ,40 ,23 ,41 ,19 ,39 ,18 ,50 ,6 ,80 ,20 ,32 ,23 ,39 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 15:20,80 ,0 ,21 ,40 ,20 ,40 ,22 ,40 ,19 ,39 ,18 ,50 ,6 ,79 ,20 ,32 ,23 ,39 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 15:30,100 ,0 ,21 ,40 ,20 ,39 ,22 ,40 ,19 ,39 ,18 ,50 ,6 ,78 ,20 ,32 ,24 ,39 ,19 ,41 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 15:40,110 ,0 ,21 ,40 ,20 ,39 ,22 ,40 ,19 ,39 ,18 ,49 ,6 ,80 ,21 ,32 ,24 ,39 ,19 ,42 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 15:50,120 ,0 ,21 ,40 ,20 ,39 ,22 ,40 ,19 ,39 ,18 ,49 ,6 ,79 ,21 ,32 ,24 ,39 ,19 ,42 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 16:00,110 ,0 ,21 ,39 ,20 ,39 ,22 ,40 ,19 ,38 ,18 ,49 ,5 ,81 ,21 ,32 ,24 ,39 ,19 ,42 ,6 ,741 ,66 ,5 ,40 ,0 
2016-02-12 16:10,110 ,0 ,21 ,39 ,20 ,39 ,22 ,40 ,19 ,38 ,18 ,49 ,5 ,81 ,21 ,32 ,24 ,39 ,19 ,42 ,6 ,741 ,67 ,5 ,40 ,0 
2016-02-12 16:20,100 ,0 ,21 ,39 ,20 ,39 ,22 ,40 ,19 ,38 ,18 ,49 ,5 ,82 ,21 ,32 ,24 ,39 ,19 ,42 ,6 ,741 ,67 ,5 ,40 ,0 
2016-02-12 16:30,90 ,0 ,21 ,40 ,20 ,39 ,22 ,40 ,19 ,38 ,18 ,49 ,5 ,81 ,21 ,31 ,24 ,39 ,19 ,42 ,5 ,741 ,68 ,5 ,40 ,0 
2016-02-12 16:40,70 ,0 ,22 ,39 ,20 ,37 ,22 ,39 ,19 ,38 ,18 ,49 ,5 ,81 ,21 ,31 ,24 ,38 ,19 ,42 ,5 ,741 ,68 ,4 ,40 ,0 
2016-02-12 16:50,70 ,0 ,22 ,38 ,20 ,37 ,22 ,39 ,19 ,38 ,18 ,49 ,5 ,80 ,21 ,31 ,24 ,38 ,19 ,42 ,5 ,741 ,69 ,4 ,40 ,0 
2016-02-12 17:00,200 ,0 ,22 ,38 ,20 ,37 ,22 ,39 ,19 ,38 ,18 ,49 ,5 ,80 ,21 ,31 ,24 ,38 ,19 ,42 ,5 ,741 ,69 ,4 ,40 ,0 
2016-02-12 17:10,280 ,0 ,21 ,38 ,20 ,37 ,22 ,39 ,19 ,38 ,18 ,48 ,5 ,81 ,21 ,31 ,24 ,39 ,19 ,42 ,5 ,741 ,71 ,4 ,40 ,0 
2016-02-12 17:20,180 ,0 ,21 ,38 ,20 ,38 ,22 ,39 ,19 ,38 ,18 ,48 ,5 ,81 ,21 ,31 ,24 ,39 ,19 ,41 ,5 ,741 ,72 ,4 ,40 ,0 
2016-02-12 17:30,180 ,0 ,21 ,43 ,20 ,38 ,21 ,38 ,19 ,38 ,18 ,48 ,4 ,81 ,21 ,31 ,24 ,39 ,19 ,41 ,4 ,741 ,74 ,4 ,40 ,0 
2016-02-12 17:40,90 ,0 ,21 ,44 ,20 ,39 ,21 ,39 ,19 ,37 ,18 ,48 ,4 ,81 ,20 ,31 ,24 ,39 ,19 ,41 ,4 ,741 ,75 ,4 ,40 ,0 
2016-02-12 17:50,90 ,0 ,21 ,42 ,20 ,40 ,21 ,39 ,19 ,37 ,18 ,48 ,4 ,82 ,20 ,31 ,24 ,39 ,19 ,41 ,4 ,741 ,77 ,4 ,40 ,0 
2016-02-12 18:00,100 ,0 ,21 ,41 ,20 ,40 ,21 ,39 ,19 ,37 ,18 ,48 ,4 ,82 ,20 ,31 ,24 ,40 ,19 ,41 ,4 ,741 ,78 ,4 ,40 ,0 
2016-02-12 18:10,100 ,0 ,21 ,40 ,20 ,40 ,21 ,39 ,19 ,37 ,18 ,49 ,3 ,83 ,20 ,31 ,24 ,40 ,19 ,40 ,3 ,741 ,78 ,4 ,40 ,0 
2016-02-12 18:20,130 ,0 ,21 ,40 ,20 ,40 ,21 ,39 ,19 ,37 ,18 ,49 ,3 ,84 ,20 ,31 ,24 ,40 ,19 ,40 ,3 ,741 ,79 ,4 ,40 ,0 
2016-02-12 18:30,430 ,0 ,21 ,40 ,20 ,40 ,21 ,39 ,19 ,37 ,18 ,48 ,3 ,85 ,20 ,31 ,24 ,40 ,19 ,40 ,3 ,741 ,79 ,4 ,40 ,0 
2016-02-12 18:40,110 ,20 ,21 ,41 ,20 ,40 ,21 ,39 ,19 ,37 ,18 ,48 ,3 ,86 ,20 ,31 ,24 ,40 ,19 ,40 ,3 ,741 ,79 ,3 ,40 ,0 
2016-02-12 18:50,110 ,10 ,22 ,40 ,20 ,39 ,21 ,39 ,19 ,37 ,18 ,48 ,3 ,86 ,20 ,31 ,24 ,40 ,19 ,40 ,3 ,741 ,80 ,3 ,40 ,0 
2016-02-12 19:00,120 ,10 ,22 ,40 ,20 ,39 ,21 ,39 ,19 ,37 ,18 ,48 ,3 ,86 ,20 ,31 ,24 ,40 ,19 ,40 ,3 ,741 ,80 ,3 ,40 ,0 
2016-02-12 19:10,110 ,10 ,22 ,39 ,20 ,39 ,21 ,39 ,19 ,37 ,18 ,48 ,3 ,86 ,20 ,31 ,24 ,40 ,19 ,39 ,3 ,741 ,81 ,3 ,40 ,0 
2016-02-12 19:20,110 ,30 ,22 ,39 ,20 ,39 ,21 ,39 ,19 ,37 ,18 ,48 ,3 ,87 ,20 ,31 ,24 ,40 ,19 ,39 ,3 ,741 ,81 ,3 ,40 ,0 
2016-02-12 19:30,120 ,30 ,22 ,39 ,20 ,39 ,21 ,39 ,19 ,38 ,18 ,48 ,3 ,87 ,20 ,32 ,24 ,40 ,19 ,39 ,3 ,741 ,82 ,3 ,40 ,0 
2016-02-12 19:40,90 ,10 ,22 ,38 ,20 ,38 ,21 ,39 ,19 ,39 ,18 ,48 ,3 ,87 ,20 ,32 ,24 ,40 ,19 ,39 ,3 ,741 ,82 ,3 ,40 ,0 
2016-02-12 19:50,100 ,10 ,22 ,39 ,20 ,38 ,21 ,39 ,19 ,39 ,18 ,48 ,3 ,86 ,20 ,32 ,24 ,39 ,19 ,39 ,3 ,741 ,83 ,3 ,40 ,0 
2016-02-12 20:00,100 ,10 ,22 ,39 ,20 ,38 ,21 ,39 ,19 ,39 ,18 ,48 ,3 ,86 ,20 ,32 ,24 ,39 ,19 ,39 ,3 ,741 ,83 ,3 ,40 ,0 
2016-02-12 20:10,100 ,0 ,22 ,39 ,20 ,38 ,22 ,39 ,19 ,39 ,18 ,48 ,3 ,86 ,20 ,32 ,24 ,39 ,19 ,39 ,2 ,741 ,83 ,3 ,40 ,0 
2016-02-12 20:20,100 ,0 ,22 ,39 ,21 ,38 ,22 ,39 ,19 ,39 ,18 ,48 ,3 ,86 ,20 ,32 ,24 ,39 ,19 ,39 ,2 ,741 ,83 ,3 ,40 ,0 
2016-02-12 20:30,100 ,0 ,22 ,38 ,21 ,38 ,22 ,39 ,19 ,39 ,18 ,48 ,3 ,86 ,20 ,32 ,24 ,39 ,19 ,38 ,2 ,741 ,83 ,3 ,40 ,0 
2016-02-12 20:40,110 ,0 ,22 ,38 ,21 ,38 ,22 ,39 ,19 ,38 ,18 ,48 ,3 ,86 ,20 ,31 ,24 ,39 ,19 ,38 ,2 ,741 ,83 ,2 ,40 ,0 
2016-02-12 20:50,100 ,10 ,22 ,38 ,21 ,38 ,22 ,39 ,19 ,38 ,19 ,58 ,3 ,86 ,20 ,31 ,24 ,39 ,19 ,38 ,2 ,741 ,83 ,2 ,40 ,0 
2016-02-12 21:00,180 ,0 ,22 ,38 ,21 ,38 ,22 ,39 ,19 ,38 ,21 ,87 ,3 ,86 ,20 ,31 ,24 ,40 ,19 ,38 ,2 ,741 ,83 ,2 ,40 ,0 
2016-02-12 21:10,110 ,30 ,22 ,38 ,21 ,38 ,22 ,39 ,19 ,38 ,21 ,86 ,3 ,86 ,20 ,31 ,24 ,39 ,19 ,38 ,2 ,741 ,84 ,2 ,40 ,0 
2016-02-12 21:20,90 ,20 ,22 ,38 ,21 ,38 ,22 ,39 ,19 ,38 ,20 ,86 ,3 ,86 ,20 ,31 ,24 ,39 ,19 ,38 ,2 ,741 ,84 ,2 ,40 ,0 
2016-02-12 21:30,80 ,20 ,22 ,38 ,20 ,38 ,21 ,38 ,19 ,39 ,20 ,82 ,3 ,87 ,20 ,31 ,24 ,39 ,19 ,38 ,2 ,741 ,85 ,2 ,40 ,0 
2016-02-12 21:40,80 ,20 ,22 ,38 ,20 ,38 ,21 ,38 ,19 ,39 ,21 ,75 ,3 ,87 ,20 ,31 ,24 ,39 ,19 ,38 ,2 ,741 ,85 ,1 ,40 ,0 
2016-02-12 21:50,80 ,20 ,22 ,38 ,20 ,38 ,21 ,38 ,19 ,39 ,21 ,71 ,3 ,87 ,20 ,31 ,23 ,38 ,19 ,38 ,2 ,741 ,86 ,1 ,40 ,0 
2016-02-12 22:00,60 ,30 ,22 ,38 ,20 ,38 ,21 ,38 ,19 ,40 ,21 ,67 ,3 ,86 ,20 ,31 ,23 ,38 ,19 ,38 ,2 ,741 ,86 ,1 ,40 ,0 
2016-02-12 22:10,80 ,20 ,22 ,38 ,20 ,38 ,21 ,38 ,20 ,40 ,22 ,84 ,3 ,86 ,20 ,32 ,23 ,38 ,19 ,38 ,2 ,741 ,87 ,1 ,38 ,0 
2016-02-12 22:20,70 ,30 ,22 ,38 ,20 ,38 ,21 ,39 ,20 ,40 ,22 ,89 ,3 ,86 ,20 ,32 ,23 ,39 ,19 ,38 ,2 ,741 ,88 ,1 ,35 ,0 
2016-02-12 22:30,70 ,20 ,22 ,38 ,20 ,38 ,21 ,39 ,20 ,40 ,21 ,92 ,3 ,87 ,20 ,33 ,23 ,40 ,19 ,38 ,2 ,741 ,89 ,2 ,33 ,0 
2016-02-12 22:40,40 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,21 ,92 ,3 ,86 ,20 ,33 ,23 ,41 ,19 ,39 ,2 ,741 ,89 ,2 ,31 ,0 
2016-02-12 22:50,50 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,21 ,91 ,3 ,86 ,20 ,33 ,23 ,41 ,19 ,39 ,1 ,741 ,90 ,2 ,28 ,0 
2016-02-12 23:00,50 ,30 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,21 ,88 ,2 ,85 ,20 ,33 ,23 ,41 ,19 ,39 ,1 ,741 ,91 ,2 ,26 ,0 
2016-02-12 23:10,50 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,21 ,86 ,2 ,85 ,20 ,33 ,23 ,42 ,19 ,39 ,1 ,741 ,91 ,2 ,26 ,0 
2016-02-12 23:20,60 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,21 ,84 ,2 ,84 ,20 ,34 ,23 ,42 ,19 ,39 ,1 ,741 ,90 ,2 ,26 ,0 
2016-02-12 23:30,60 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,21 ,82 ,2 ,84 ,20 ,34 ,23 ,43 ,19 ,39 ,1 ,742 ,90 ,2 ,26 ,0 
2016-02-12 23:40,60 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,41 ,20 ,81 ,2 ,84 ,20 ,34 ,23 ,43 ,19 ,39 ,1 ,742 ,90 ,2 ,26 ,0 
2016-02-12 23:50,60 ,20 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,41 ,20 ,81 ,2 ,84 ,20 ,34 ,23 ,43 ,19 ,39 ,1 ,742 ,89 ,2 ,26 ,0 
2016-02-13 0:00,50 ,0 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,41 ,20 ,81 ,2 ,84 ,20 ,34 ,23 ,43 ,19 ,40 ,1 ,742 ,89 ,2 ,26 ,0 
2016-02-13 0:10,50 ,0 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,20 ,80 ,2 ,84 ,20 ,34 ,23 ,44 ,19 ,40 ,1 ,742 ,89 ,2 ,26 ,0 
2016-02-13 0:20,60 ,0 ,22 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,20 ,79 ,2 ,84 ,20 ,34 ,23 ,44 ,19 ,40 ,1 ,742 ,89 ,2 ,25 ,0 
2016-02-13 0:30,60 ,0 ,21 ,38 ,20 ,39 ,21 ,39 ,20 ,40 ,20 ,78 ,2 ,84 ,20 ,34 ,23 ,44 ,19 ,40 ,1 ,742 ,90 ,2 ,25 ,0 
